dataset_index,synset,true_label,true_class,clean_pred,clean_class,clean_conf,adv_pred,adv_class,adv_conf,attack_success,linf,mean_abs_delta,cam_ssim,cam_l1,cam_cosine
27,n01440764,0,tench,0,tench,0.48005160689353943,461,breastplate,0.9939589500427246,True,0.03137257695198059,0.01751365326344967,0.24382794561717433,0.18444444239139557,0.043584197759628296
28,n01440764,0,tench,0,tench,0.46176472306251526,943,cucumber,0.9999988079071045,True,0.03137257695198059,0.018016614019870758,0.32207074346570536,0.11985365301370621,0.6274811625480652
29,n01440764,0,tench,0,tench,0.5010684132575989,824,stole,0.9999949932098389,True,0.03137257695198059,0.017847372218966484,0.21606422385525365,0.23503823578357697,0.3561522364616394
30,n01440764,0,tench,0,tench,0.47063443064689636,169,borzoi,0.051305823028087616,True,0.03137257695198059,0.01806049980223179,0.18414235450144684,0.156546488404274,0.4547007977962494
31,n01440764,0,tench,0,tench,0.5188340544700623,364,three-toed sloth,0.9999333620071411,True,0.03137257695198059,0.0179116353392601,0.24489618403024283,0.1882709264755249,0.09762116521596909
32,n01440764,0,tench,0,tench,0.28160086274147034,281,tabby,0.9694256782531738,True,0.03137257695198059,0.017601575702428818,0.14859548486316224,0.25144803524017334,0.037320587784051895
33,n01440764,0,tench,0,tench,0.3742193281650543,461,breastplate,0.7588396668434143,True,0.03137257695198059,0.01781902089715004,0.41578167204450106,0.16709105670452118,0.6097105741500854
34,n01440764,0,tench,0,tench,0.7021326422691345,700,paper towel,0.9999884366989136,True,0.03137257695198059,0.01762777380645275,0.3080992893721192,0.11757151782512665,0.5066635608673096
35,n01440764,0,tench,0,tench,0.3903520703315735,824,stole,0.9619700908660889,True,0.03137257695198059,0.018209373578429222,0.17278298463276,0.2335353046655655,0.33612167835235596
36,n01440764,0,tench,0,tench,0.43721163272857666,461,breastplate,0.09698040783405304,True,0.03137257695198059,0.01705174148082733,0.34195527964723854,0.1644483506679535,0.24266332387924194
37,n01440764,0,tench,0,tench,0.6980915665626526,731,plunger,0.9999997615814209,True,0.03137257695198059,0.018009088933467865,0.2425432029776135,0.0845291018486023,0.0
38,n01440764,0,tench,0,tench,0.5253655314445496,39,common iguana,0.9999979734420776,True,0.03137257695198059,0.017609482631087303,0.3707217075674311,0.12472530454397202,0.6997906565666199
39,n01440764,0,tench,0,tench,0.3984563648700714,234,Rottweiler,0.9999065399169922,True,0.03137257695198059,0.017999188974499702,0.3877952546852429,0.10850013047456741,0.6305742859840393
40,n01440764,0,tench,0,tench,0.6019490957260132,378,capuchin,0.9989684820175171,True,0.03137257695198059,0.017733555287122726,0.1952734518720944,0.2661252021789551,0.024195384234189987
41,n01440764,0,tench,0,tench,0.4258436858654022,389,barracouta,0.9987655878067017,True,0.03137257695198059,0.01836925558745861,0.13209060968916667,0.2677006721496582,0.16323810815811157
42,n01440764,0,tench,0,tench,0.6041702628135681,793,shower cap,0.9999983310699463,True,0.03137257695198059,0.017960499972105026,0.2559690810223304,0.22685739398002625,0.36359986662864685
43,n01440764,0,tench,0,tench,0.4220741391181946,815,spider web,0.9997116923332214,True,0.03137257695198059,0.017484553158283234,0.3951670649631895,0.09451747685670853,0.372527539730072
44,n01440764,0,tench,0,tench,0.4692899286746979,50,American alligator,0.9999921321868896,True,0.03137257695198059,0.01792001724243164,0.25662455340351104,0.20926210284233093,0.08751259744167328
45,n01440764,0,tench,0,tench,0.5490766763687134,395,gar,0.9999614953994751,True,0.03137257695198059,0.018284784629940987,0.5205373082851972,0.08332685381174088,0.8126019835472107
46,n01440764,0,tench,0,tench,0.5639252662658691,787,shield,0.9998857975006104,True,0.03137257695198059,0.017121432349085808,0.19522666279249837,0.2255716770887375,0.0443182997405529
47,n01440764,0,tench,0,tench,0.4824432134628296,796,ski mask,0.9999921321868896,True,0.03137257695198059,0.017836548388004303,0.3871221679946549,0.09845598042011261,0.5954195857048035
48,n01440764,0,tench,0,tench,0.42798885703086853,171,Italian greyhound,0.999915599822998,True,0.03137257695198059,0.018200062215328217,0.40064098867968684,0.14168623089790344,0.5997660160064697
49,n01440764,0,tench,0,tench,0.48885437846183777,761,remote control,0.9999953508377075,True,0.03137257695198059,0.017530959099531174,0.5022314126253739,0.128551185131073,0.4939018785953522
50,n01440764,0,tench,0,tench,0.511106014251709,839,suspension bridge,0.9999946355819702,True,0.03137257695198059,0.018036646768450737,0.18895269351486263,0.14252351224422455,0.2013685256242752
51,n01440764,0,tench,0,tench,0.29050809144973755,389,barracouta,0.999961256980896,True,0.03137257695198059,0.017970524728298187,0.19096187584438787,0.25396040081977844,0.10916553437709808
52,n01440764,0,tench,0,tench,0.4218203127384186,523,crutch,0.9987439513206482,True,0.03137257695198059,0.01801101118326187,0.31879509463682915,0.10848762840032578,0.5189301371574402
53,n01440764,0,tench,0,tench,0.44055449962615967,391,coho,0.9998008608818054,True,0.03137257695198059,0.017867499962449074,0.4704004805455726,0.12483217567205429,0.5854513049125671
54,n01440764,0,tench,0,tench,0.4849391281604767,589,hand blower,1.0,True,0.03137257695198059,0.017705310136079788,0.2879764895728546,0.1319228559732437,0.010189680382609367
55,n01440764,0,tench,0,tench,0.6654489040374756,348,ram,0.3312988877296448,True,0.03137257695198059,0.0173358004540205,0.3966798850206715,0.12752331793308258,0.3947511315345764
56,n01440764,0,tench,0,tench,0.7214783430099487,249,malamute,0.9996347427368164,True,0.03137257695198059,0.01794091984629631,0.09441350632193327,0.18722133338451385,0.0
57,n01440764,0,tench,0,tench,0.5022609829902649,389,barracouta,0.999998927116394,True,0.03137257695198059,0.017951887100934982,0.20300010797328172,0.18636278808116913,0.38479042053222656
58,n01440764,0,tench,0,tench,0.4941006600856781,389,barracouta,0.999922513961792,True,0.03137257695198059,0.017840532585978508,0.3212154298520993,0.14369499683380127,0.3203040659427643
59,n01440764,0,tench,0,tench,0.6912198662757874,395,gar,0.9999816417694092,True,0.03137257695198059,0.01782565377652645,0.29550280167048204,0.18892033398151398,0.43892449140548706
60,n01440764,0,tench,0,tench,0.44202733039855957,214,Gordon setter,0.9981765747070312,True,0.03137257695198059,0.017548343166708946,0.12324394055837772,0.19978567957878113,0.19041641056537628
61,n01440764,0,tench,0,tench,0.5422634482383728,442,bell cote,0.9999954700469971,True,0.03137257695198059,0.018105963245034218,0.21997425819665975,0.09822513908147812,0.6916483640670776
62,n01440764,0,tench,0,tench,0.44503140449523926,169,borzoi,0.9999971389770508,True,0.03137257695198059,0.017701830714941025,0.22934386488030525,0.18468990921974182,0.07370221614837646
63,n01440764,0,tench,0,tench,0.4550086259841919,381,spider monkey,0.9999839067459106,True,0.03137257695198059,0.018034840002655983,0.2627669916766199,0.16222265362739563,0.1208173856139183
64,n01440764,0,tench,0,tench,0.4920719265937805,741,prayer rug,0.02402554638683796,True,0.03137257695198059,0.017794767394661903,0.3640625438532802,0.12854993343353271,0.4637112617492676
65,n01440764,0,tench,0,tench,0.5657919645309448,23,vulture,0.9999626874923706,True,0.03137257695198059,0.01776099018752575,0.25892406202150803,0.14039136469364166,0.46691834926605225
66,n01440764,0,tench,0,tench,0.4708690941333771,76,tarantula,0.999990701675415,True,0.03137257695198059,0.01694861613214016,0.4083225044567733,0.10134816914796829,0.5649460554122925
67,n01440764,0,tench,0,tench,0.4107999801635742,257,Great Pyrenees,0.9964051246643066,True,0.03137257695198059,0.018358130007982254,0.20669875261791668,0.12404798716306686,0.052202560007572174
68,n01440764,0,tench,0,tench,0.5102187395095825,845,syringe,0.9855945110321045,True,0.03137257695198059,0.017887307330965996,0.139295047674073,0.16355277597904205,0.0
69,n01440764,0,tench,0,tench,0.534950852394104,39,common iguana,0.9999492168426514,True,0.03137257695198059,0.017738714814186096,0.23446289484528324,0.25069719552993774,0.08911767601966858
70,n01440764,0,tench,0,tench,0.4054534435272217,109,brain coral,0.9999971389770508,True,0.03137257695198059,0.017739208415150642,0.3361440132959065,0.144849956035614,0.5008383393287659
71,n01440764,0,tench,0,tench,0.5362691879272461,721,pillow,0.9999886751174927,True,0.03137257695198059,0.016975201666355133,0.3232369211059025,0.15031763911247253,0.05849672853946686
72,n01440764,0,tench,0,tench,0.40466201305389404,591,handkerchief,0.11474579572677612,True,0.03137257695198059,0.018104160204529762,0.06617938239152966,0.22607477009296417,0.0
73,n01440764,0,tench,0,tench,0.5604207515716553,174,Norwegian elkhound,0.9856184124946594,True,0.03137257695198059,0.018137533217668533,0.32019617661984756,0.12060488760471344,0.4243256449699402
74,n01440764,0,tench,0,tench,0.5741499662399292,815,spider web,0.9999531507492065,True,0.03137257695198059,0.017660243436694145,0.19922738002696427,0.15344734489917755,0.06681354343891144
75,n01440764,0,tench,0,tench,0.516903817653656,980,volcano,0.4205816090106964,True,0.03137257695198059,0.01737282983958721,0.17329979524023856,0.2296801060438156,0.016882803291082382
76,n01440764,0,tench,0,tench,0.4593255817890167,389,barracouta,0.9800316095352173,True,0.03137257695198059,0.017610108479857445,0.24014636222384955,0.2085375338792801,0.03010823018848896
77,n01440764,0,tench,0,tench,0.8076978921890259,103,platypus,0.9999994039535522,True,0.03137257695198059,0.017944874241948128,0.3369456522423713,0.22119733691215515,0.5387980937957764
78,n01440764,0,tench,0,tench,0.4643014073371887,589,hand blower,0.9997362494468689,True,0.03137257695198059,0.017751747742295265,0.12584013446502254,0.20751439034938812,0.062135957181453705
79,n01440764,0,tench,0,tench,0.5850992798805237,193,Australian terrier,0.9999984502792358,True,0.03137257695198059,0.017866158857941628,0.24809345041200803,0.1635534167289734,0.40296345949172974
80,n01440764,0,tench,0,tench,0.656955361366272,542,drumstick,0.993556797504425,True,0.03137257695198059,0.01783059537410736,0.32964154856965494,0.07715146988630295,0.8298053741455078
81,n01440764,0,tench,0,tench,0.5666012763977051,36,terrapin,0.9998399019241333,True,0.03137257695198059,0.017715197056531906,0.2771199631361456,0.17324411869049072,0.24366936087608337
82,n01440764,0,tench,0,tench,0.47358208894729614,391,coho,0.9999829530715942,True,0.03137257695198059,0.0178428553044796,0.22254282400981332,0.3078189194202423,0.4234393835067749
83,n01440764,0,tench,0,tench,0.5342394709587097,389,barracouta,0.999002993106842,True,0.03137257695198059,0.017696473747491837,0.40908550109341485,0.17468427121639252,0.4865962564945221
84,n01440764,0,tench,0,tench,0.4031510055065155,389,barracouta,0.9994482398033142,True,0.03137257695198059,0.016876930370926857,0.28589629317577286,0.18262659013271332,0.30227115750312805
85,n01440764,0,tench,0,tench,0.4484487473964691,50,American alligator,0.9999744892120361,True,0.03137257695198059,0.01800965890288353,0.2449762928296827,0.20157021284103394,0.2919657230377197
86,n01440764,0,tench,0,tench,0.4583401381969452,50,American alligator,0.9999897480010986,True,0.03137257695198059,0.018015041947364807,0.2652319720917351,0.1414038985967636,0.09073957800865173
87,n01440764,0,tench,0,tench,0.5314948558807373,196,miniature schnauzer,0.9989917874336243,True,0.03137257695198059,0.01788340136408806,0.3332548354282512,0.119734987616539,0.00407024659216404
88,n01440764,0,tench,0,tench,0.47246572375297546,641,maraca,1.0,True,0.03137257695198059,0.017893090844154358,0.18298373823996308,0.18723393976688385,0.057171985507011414
89,n01440764,0,tench,0,tench,0.4607750177383423,208,Labrador retriever,0.9981073141098022,True,0.03137257695198059,0.017714422196149826,0.26438474335306056,0.18798436224460602,0.3318544030189514
90,n01440764,0,tench,0,tench,0.4767395555973053,151,Chihuahua,0.9998319149017334,True,0.03137257695198059,0.017201121896505356,0.3413370697574623,0.18807488679885864,0.026246583089232445
91,n01440764,0,tench,0,tench,0.38072219491004944,391,coho,0.9999923706054688,True,0.03137257695198059,0.018127892166376114,0.21440751266397237,0.23831680417060852,0.11409595608711243
92,n01440764,0,tench,0,tench,0.5299761891365051,680,nipple,0.9999897480010986,True,0.03137257695198059,0.017692746594548225,0.37517960924741095,0.13450577855110168,0.4411393404006958
93,n01440764,0,tench,0,tench,0.5585582256317139,815,spider web,0.999681830406189,True,0.03137257695198059,0.017604703083634377,0.220136926610724,0.20950864255428314,0.06846155226230621
94,n01440764,0,tench,0,tench,0.5124307870864868,395,gar,0.9990200996398926,True,0.03137257695198059,0.01772332563996315,0.43158638083072093,0.14033615589141846,0.49537336826324463
95,n01440764,0,tench,0,tench,0.31976333260536194,50,American alligator,0.999996542930603,True,0.03137257695198059,0.017755454406142235,0.3746787143282438,0.14500898122787476,0.31611207127571106
96,n01440764,0,tench,0,tench,0.417505145072937,337,beaver,0.9993778467178345,True,0.03137257695198059,0.01786668598651886,0.40916401224644916,0.14045634865760803,0.5594871640205383
97,n01440764,0,tench,0,tench,0.5553426146507263,86,partridge,0.9663905501365662,True,0.03137257695198059,0.017790082842111588,0.38015844658264775,0.15092650055885315,0.5850391983985901
98,n01440764,0,tench,0,tench,0.4272542893886566,389,barracouta,0.9999524354934692,True,0.03137257695198059,0.017888052389025688,0.27508276711727214,0.22803501784801483,0.4898979067802429
99,n01440764,0,tench,0,tench,0.5244016051292419,224,groenendael,0.9999980926513672,True,0.03137257695198059,0.018433449789881706,0.5407509880855799,0.032027821987867355,0.9274169206619263
100,n01440764,0,tench,0,tench,0.3658362329006195,389,barracouta,0.9989250302314758,True,0.03137257695198059,0.01838076114654541,0.3845294310126615,0.14911121129989624,0.6317422389984131
101,n01440764,0,tench,0,tench,0.43230652809143066,431,bassinet,0.9999990463256836,True,0.03137257695198059,0.017652176320552826,0.3173601661214658,0.13412092626094818,0.3742811381816864
102,n01440764,0,tench,0,tench,0.46926483511924744,377,marmoset,0.9984186887741089,True,0.03137257695198059,0.017633067443966866,0.3053269177311612,0.1573733240365982,0.006082269363105297
103,n01440764,0,tench,0,tench,0.4359073042869568,329,sea cucumber,0.9999688863754272,True,0.03137257695198059,0.017835581675171852,0.35237777456353203,0.11893704533576965,0.5608428716659546
104,n01440764,0,tench,0,tench,0.5019159317016602,838,sunscreen,0.9995613694190979,True,0.03137257695198059,0.017998328432440758,0.12798084864769851,0.1863359957933426,0.30971822142601013
105,n01440764,0,tench,0,tench,0.34597375988960266,234,Rottweiler,0.037365566939115524,True,0.03137257695198059,0.017832541838288307,0.2120082963781338,0.15668901801109314,0.3706490993499756
106,n01440764,0,tench,0,tench,0.4441800117492676,170,Irish wolfhound,0.9966335892677307,True,0.03137257695198059,0.017405198886990547,0.4809490416998935,0.07697832584381104,0.6725134253501892
107,n01440764,0,tench,0,tench,0.41559919714927673,48,Komodo dragon,0.9997180104255676,True,0.03137257695198059,0.017777685075998306,0.3658321845171001,0.18770988285541534,0.40308278799057007
108,n01440764,0,tench,0,tench,0.45052045583724976,391,coho,0.999870777130127,True,0.03137257695198059,0.01796754077076912,0.36770841026101087,0.16061079502105713,0.384457528591156
109,n01440764,0,tench,0,tench,0.48000919818878174,227,kelpie,0.9998760223388672,True,0.03137257695198059,0.018094925209879875,0.33610345535169195,0.0836799368262291,0.10059288144111633
110,n01440764,0,tench,0,tench,0.49918997287750244,389,barracouta,0.999823272228241,True,0.03137257695198059,0.018030941486358643,0.2065426444231938,0.2107754349708557,0.15817907452583313
111,n01440764,0,tench,0,tench,0.34141725301742554,391,coho,0.9999990463256836,True,0.03137257695198059,0.017936330288648605,0.1984330751662101,0.15484654903411865,0.008988611400127411
112,n01440764,0,tench,0,tench,0.5037321448326111,793,shower cap,0.7788699269294739,True,0.03137257695198059,0.016934478655457497,0.5315237414243084,0.14255091547966003,0.6873898506164551
114,n01440764,0,tench,0,tench,0.6388660669326782,36,terrapin,0.9998000264167786,True,0.03137257695198059,0.017714794725179672,0.18445969632946205,0.24133707582950592,0.14952602982521057
115,n01440764,0,tench,0,tench,0.47196656465530396,329,sea cucumber,1.0,True,0.03137257695198059,0.017911136150360107,0.3152549128107977,0.1661013811826706,0.32802653312683105
116,n01440764,0,tench,0,tench,0.5227733850479126,391,coho,0.9997760653495789,True,0.03137257695198059,0.01750691421329975,0.3714660882736435,0.11308158189058304,0.4237039089202881
117,n01440764,0,tench,0,tench,0.47249913215637207,815,spider web,0.9999934434890747,True,0.03137257695198059,0.017763011157512665,0.13659421182051087,0.21939393877983093,0.2552710473537445
118,n01440764,0,tench,0,tench,0.415297269821167,50,American alligator,0.9999996423721313,True,0.03137257695198059,0.01785702258348465,0.18301027563731956,0.1830167919397354,0.11285984516143799
119,n01440764,0,tench,0,tench,0.5363444685935974,806,sock,0.9999995231628418,True,0.03137257695198059,0.017642030492424965,0.18257855543862497,0.28849756717681885,0.15150894224643707
120,n01440764,0,tench,0,tench,0.5437554717063904,86,partridge,0.8586631417274475,True,0.03137257695198059,0.017847461625933647,0.38295558955110703,0.15981300175189972,0.6253038048744202
121,n01440764,0,tench,0,tench,0.5184326171875,212,English setter,0.9998260140419006,True,0.03137257695198059,0.017847733572125435,0.05792544405471861,0.22079582512378693,0.03985282778739929
122,n01440764,0,tench,0,tench,0.4468751847743988,891,waffle iron,0.9998183846473694,True,0.03137257695198059,0.01766538992524147,0.4010922114461032,0.2010653167963028,0.45098763704299927
123,n01440764,0,tench,0,tench,0.22449976205825806,391,coho,0.9998817443847656,True,0.03137257695198059,0.018082160502672195,0.3539499241095574,0.1190660372376442,0.26221346855163574
124,n01440764,0,tench,0,tench,0.5006104707717896,524,cuirass,0.9537157416343689,True,0.03137257695198059,0.01799035631120205,0.2138980968920104,0.16575323045253754,0.5577514171600342
125,n01440764,0,tench,0,tench,0.50911945104599,348,ram,0.9676717519760132,True,0.03137257695198059,0.018023662269115448,0.1172234249731562,0.2020062357187271,0.02101380191743374
126,n01440764,0,tench,0,tench,0.45131760835647583,312,cricket,0.828087568283081,True,0.03137257695198059,0.017655417323112488,0.2156525019657536,0.19426822662353516,0.2768033742904663
127,n01440764,0,tench,0,tench,0.46078523993492126,214,Gordon setter,0.9956331849098206,True,0.03137257695198059,0.01781490258872509,0.2055709189658864,0.10784823447465897,0.11718356609344482
128,n01440764,0,tench,0,tench,0.6461166143417358,391,coho,0.9965885877609253,True,0.03137257695198059,0.01791723445057869,0.3497624897284853,0.1275651454925537,0.6302064657211304
129,n01440764,0,tench,0,tench,0.49690917134284973,231,collie,0.9925409555435181,True,0.03137257695198059,0.017834218218922615,0.1799951887360127,0.17294824123382568,0.11885373294353485
130,n01440764,0,tench,0,tench,0.49475058913230896,515,cowboy hat,0.9998733997344971,True,0.03137257695198059,0.01848704367876053,0.20542296936837864,0.1454705446958542,0.053269028663635254
131,n01440764,0,tench,0,tench,0.6149954199790955,65,sea snake,0.9999990463256836,True,0.03137257695198059,0.017855461686849594,0.2664596243388067,0.168805330991745,0.01775451749563217
132,n01440764,0,tench,0,tench,0.5478461980819702,489,chainlink fence,0.9999986886978149,True,0.03137257695198059,0.018003376200795174,0.26967235281388074,0.22812265157699585,0.2712640166282654
133,n01440764,0,tench,0,tench,0.5034106373786926,151,Chihuahua,0.9980292916297913,True,0.03137257695198059,0.01772988773882389,0.13318421673866684,0.17381185293197632,0.11594906449317932
134,n01440764,0,tench,0,tench,0.5109166502952576,320,damselfly,0.996215283870697,True,0.03137257695198059,0.017708782106637955,0.19511450857657886,0.28435903787612915,0.10318534076213837
135,n01440764,0,tench,0,tench,0.6535078287124634,61,boa constrictor,0.855334460735321,True,0.03137257695198059,0.017866263166069984,0.2973212247853014,0.11008376628160477,0.7531453967094421
136,n01440764,0,tench,0,tench,0.44228583574295044,238,Greater Swiss Mountain dog,0.9979518055915833,True,0.03137257695198059,0.018010806292295456,0.30258176104725165,0.12447293847799301,0.300884872674942
137,n01440764,0,tench,0,tench,0.4389722943305969,389,barracouta,0.06367380172014236,True,0.03137257695198059,0.01815560832619667,0.2622298216435424,0.17670224606990814,0.34191593527793884
138,n01440764,0,tench,0,tench,0.43112286925315857,731,plunger,0.9999953508377075,True,0.03137257695198059,0.01789657026529312,0.13751406583394657,0.18248622119426727,0.41929179430007935
139,n01440764,0,tench,0,tench,0.4872058928012848,868,tray,0.9999520778656006,True,0.03137257695198059,0.017511947080492973,0.25964172920434775,0.1940421462059021,0.4447537064552307
140,n01440764,0,tench,0,tench,0.6344226598739624,772,safety pin,1.0,True,0.03137257695198059,0.018246883526444435,0.11773290860660754,0.16883298754692078,0.011999961920082569
141,n01440764,0,tench,0,tench,0.4031681716442108,377,marmoset,0.9989683628082275,True,0.03137257695198059,0.017671000212430954,0.298705723694742,0.1990080624818802,0.11010529845952988
142,n01440764,0,tench,0,tench,0.609333336353302,48,Komodo dragon,0.9980291724205017,True,0.03137257695198059,0.017938312143087387,0.30550394268314296,0.18872834742069244,0.5613270998001099
143,n01440764,0,tench,0,tench,0.43107759952545166,338,guinea pig,0.9787742495536804,True,0.03137257695198059,0.01771647483110428,0.3112508830530085,0.14098872244358063,0.005880157463252544
144,n01440764,0,tench,0,tench,0.3983991742134094,589,hand blower,0.9999988079071045,True,0.03137257695198059,0.017718983814120293,0.43670192844392747,0.0948762595653534,0.6896126866340637
145,n01440764,0,tench,0,tench,0.4875749945640564,46,green lizard,0.9904980063438416,True,0.03137257695198059,0.01790229044854641,0.18864591577159262,0.14310230314731598,0.07290810346603394
146,n01440764,0,tench,0,tench,0.22478455305099487,395,gar,1.0,True,0.03137257695198059,0.017856869846582413,0.13141691117510845,0.300995409488678,0.2945903241634369
147,n01440764,0,tench,0,tench,0.35868018865585327,171,Italian greyhound,0.9999417066574097,True,0.03137257695198059,0.018122470006346703,0.2850459162374225,0.11650596559047699,0.1410786509513855
148,n01440764,0,tench,0,tench,0.4436798095703125,727,planetarium,0.9999955892562866,True,0.03137257695198059,0.017583413049578667,0.2753563257846448,0.14280438423156738,0.34213364124298096
149,n01440764,0,tench,0,tench,0.48124706745147705,389,barracouta,0.9999974966049194,True,0.03137257695198059,0.017727065831422806,0.30825322204476613,0.19407303631305695,0.1916607767343521
150,n01440764,0,tench,0,tench,0.4574606120586395,50,American alligator,0.9999973773956299,True,0.03137257695198059,0.0178818516433239,0.2920150569174523,0.14499402046203613,0.2920799255371094
151,n01440764,0,tench,0,tench,0.4242885112762451,3,tiger shark,0.9991180300712585,True,0.03137257695198059,0.017621006816625595,0.4621726737670575,0.14722564816474915,0.3644397258758545
152,n01440764,0,tench,0,tench,0.48849624395370483,845,syringe,0.9994822144508362,True,0.03137257695198059,0.01773803122341633,0.07225647427675742,0.21963746845722198,0.022118577733635902
153,n01440764,0,tench,0,tench,0.38387370109558105,104,wallaby,0.9999997615814209,True,0.03137257695198059,0.017755113542079926,0.31936510142255264,0.12976981699466705,0.15637773275375366
154,n01440764,0,tench,0,tench,0.5487879514694214,254,pug,0.9999992847442627,True,0.03137257695198059,0.017835713922977448,0.37579985414497563,0.11969584971666336,0.07283998280763626
155,n01440764,0,tench,0,tench,0.56898432970047,205,flat-coated retriever,0.5267543196678162,True,0.03137257695198059,0.017844658344984055,0.23160443263257063,0.17812879383563995,0.43475204706192017
156,n01440764,0,tench,0,tench,0.5895887613296509,48,Komodo dragon,0.9983612895011902,True,0.03137257695198059,0.017551301047205925,0.248818579379458,0.1843956857919693,0.18975695967674255
157,n01440764,0,tench,0,tench,0.3649400472640991,48,Komodo dragon,0.9994564652442932,True,0.03137257695198059,0.017830953001976013,0.246072931330572,0.233061745762825,0.48916691541671753
