dataset_index,true_label,adv_pred,adv_conf,attack_success,linf
430,217,700,1.0,True,0.03137257695198059
431,217,166,0.9999936819076538,True,0.03137257695198059
433,217,171,1.0,True,0.03137257695198059
434,217,152,1.0,True,0.03137257695198059
435,217,172,1.0,True,0.03137257695198059
436,217,212,1.0,True,0.03137257695198059
437,217,51,1.0,True,0.03137257695198059
438,217,731,1.0,True,0.03137257695198059
439,217,984,1.0,True,0.03137257695198059
440,217,805,1.0,True,0.03137257695198059
441,217,218,1.0,True,0.03137257695198059
442,217,200,1.0,True,0.03137257695198059
443,217,157,1.0,True,0.03137257695198059
444,217,539,1.0,True,0.03137257695198059
445,217,700,1.0,True,0.03137257695198059
446,217,171,1.0,True,0.03137257695198059
447,217,700,1.0,True,0.03137257695198059
448,217,490,1.0,True,0.03137257695198059
449,217,218,1.0,True,0.03137257695198059
450,217,785,1.0,True,0.03137257695198059
451,217,187,1.0,True,0.03137257695198059
452,217,173,1.0,True,0.03137257695198059
453,217,218,1.0,True,0.03137257695198059
454,217,151,1.0,True,0.03137257695198059
455,217,170,1.0,True,0.03137257695198059
456,217,151,1.0,True,0.03137257695198059
457,217,151,1.0,True,0.03137257695198059
458,217,256,1.0,True,0.03137257695198059
459,217,247,1.0,True,0.03137257695198059
460,217,264,1.0,True,0.03137257695198059
461,217,157,1.0,True,0.03137257695198059
462,217,166,0.9999855756759644,True,0.03137257695198059
463,217,180,0.9999995231628418,True,0.03137257695198059
464,217,218,1.0,True,0.03137257695198059
465,217,232,0.999479353427887,True,0.03137257695198059
466,217,309,1.0,True,0.03137257695198059
467,217,151,1.0,True,0.03137257695198059
468,217,152,1.0,True,0.03137257695198059
469,217,173,1.0,True,0.03137257695198059
470,217,412,1.0,True,0.03137257695198059
471,217,219,1.0,True,0.03137257695198059
472,217,700,1.0,True,0.03137257695198059
473,217,218,1.0,True,0.03137257695198059
474,217,216,1.0,True,0.03137257695198059
476,217,722,1.0,True,0.03137257695198059
477,217,700,1.0,True,0.03137257695198059
478,217,787,1.0,True,0.03137257695198059
479,217,151,1.0,True,0.03137257695198059
480,217,216,1.0,True,0.03137257695198059
481,217,247,1.0,True,0.03137257695198059
482,217,256,1.0,True,0.03137257695198059
483,217,230,1.0,True,0.03137257695198059
484,217,787,1.0,True,0.03137257695198059
485,217,156,1.0,True,0.03137257695198059
486,217,170,1.0,True,0.03137257695198059
487,217,155,1.0,True,0.03137257695198059
489,217,182,1.0,True,0.03137257695198059
490,217,215,1.0,True,0.03137257695198059
491,217,220,1.0,True,0.03137257695198059
492,217,247,1.0,True,0.03137257695198059
493,217,155,1.0,True,0.03137257695198059
495,217,84,1.0,True,0.03137257695198059
496,217,156,1.0,True,0.03137257695198059
497,217,84,1.0,True,0.03137257695198059
498,217,216,1.0,True,0.03137257695198059
499,217,218,1.0,True,0.03137257695198059
501,217,700,1.0,True,0.03137257695198059
502,217,177,1.0,True,0.03137257695198059
503,217,700,1.0,True,0.03137257695198059
504,217,247,1.0,True,0.03137257695198059
506,217,218,1.0,True,0.03137257695198059
507,217,218,1.0,True,0.03137257695198059
508,217,218,1.0,True,0.03137257695198059
509,217,157,1.0,True,0.03137257695198059
510,217,233,1.0,True,0.03137257695198059
512,217,155,1.0,True,0.03137257695198059
513,217,611,1.0,True,0.03137257695198059
514,217,815,1.0,True,0.03137257695198059
515,217,218,1.0,True,0.03137257695198059
516,217,168,1.0,True,0.03137257695198059
517,217,218,1.0,True,0.03137257695198059
518,217,267,1.0,True,0.03137257695198059
519,217,151,1.0,True,0.03137257695198059
520,217,157,1.0,True,0.03137257695198059
521,217,375,1.0,True,0.03137257695198059
522,217,244,1.0,True,0.03137257695198059
523,217,253,1.0,True,0.03137257695198059
524,217,218,1.0,True,0.03137257695198059
525,217,157,1.0,True,0.03137257695198059
526,217,811,1.0,True,0.03137257695198059
527,217,218,1.0,True,0.03137257695198059
528,217,239,0.9999997615814209,True,0.03137257695198059
529,217,700,1.0,True,0.03137257695198059
530,217,218,1.0,True,0.03137257695198059
531,217,151,1.0,True,0.03137257695198059
532,217,256,1.0,True,0.03137257695198059
533,217,241,1.0,True,0.03137257695198059
534,217,169,1.0,True,0.03137257695198059
535,217,811,1.0,True,0.03137257695198059
536,217,218,1.0,True,0.03137257695198059
537,217,265,0.9999973773956299,True,0.03137257695198059
538,217,253,1.0,True,0.03137257695198059
539,217,218,1.0,True,0.03137257695198059
540,217,151,1.0,True,0.03137257695198059
541,217,264,0.9999992847442627,True,0.03137257695198059
542,217,152,1.0,True,0.03137257695198059
543,217,166,1.0,True,0.03137257695198059
544,217,197,1.0,True,0.03137257695198059
545,217,215,1.0,True,0.03137257695198059
547,217,218,1.0,True,0.03137257695198059
548,217,200,0.9999996423721313,True,0.03137257695198059
549,217,213,1.0,True,0.03137257695198059
550,217,156,1.0,True,0.03137257695198059
551,217,218,1.0,True,0.03137257695198059
552,217,218,1.0,True,0.03137257695198059
553,217,169,1.0,True,0.03137257695198059
554,217,241,1.0,True,0.03137257695198059
555,217,168,1.0,True,0.03137257695198059
556,217,170,1.0,True,0.03137257695198059
557,217,151,1.0,True,0.03137257695198059
558,217,230,1.0,True,0.03137257695198059
559,217,151,1.0,True,0.03137257695198059
560,217,151,1.0,True,0.03137257695198059
562,217,249,1.0,True,0.03137257695198059
563,217,215,1.0,True,0.03137257695198059
564,217,171,1.0,True,0.03137257695198059
565,217,156,1.0,True,0.03137257695198059
566,217,700,1.0,True,0.03137257695198059
567,217,156,1.0,True,0.03137257695198059
568,217,218,1.0,True,0.03137257695198059
569,217,157,1.0,True,0.03137257695198059
570,217,611,1.0,True,0.03137257695198059
571,217,700,1.0,True,0.03137257695198059
572,217,239,0.9999998807907104,True,0.03137257695198059
573,217,232,0.9997777342796326,True,0.03137257695198059
574,217,232,0.9979682564735413,True,0.03137257695198059
575,217,761,1.0,True,0.03137257695198059
576,217,458,1.0,True,0.03137257695198059
577,217,156,1.0,True,0.03137257695198059
578,217,700,1.0,True,0.03137257695198059
579,217,156,1.0,True,0.03137257695198059
580,217,179,1.0,True,0.03137257695198059
581,217,929,1.0,True,0.03137257695198059
582,217,218,1.0,True,0.03137257695198059
583,217,264,1.0,True,0.03137257695198059
584,217,700,1.0,True,0.03137257695198059
585,217,194,1.0,True,0.03137257695198059
586,217,611,1.0,True,0.03137257695198059
587,217,218,1.0,True,0.03137257695198059
588,217,797,1.0,True,0.03137257695198059
589,217,169,1.0,True,0.03137257695198059
590,217,231,0.9999998807907104,True,0.03137257695198059
591,217,213,1.0,True,0.03137257695198059
592,217,152,1.0,True,0.03137257695198059
593,217,210,1.0,True,0.03137257695198059
594,217,361,1.0,True,0.03137257695198059
595,217,193,1.0,True,0.03137257695198059
596,217,216,1.0,True,0.03137257695198059
597,217,218,1.0,True,0.03137257695198059
598,217,169,1.0,True,0.03137257695198059
599,217,216,1.0,True,0.03137257695198059
600,217,700,1.0,True,0.03137257695198059
601,217,218,1.0,True,0.03137257695198059
602,217,177,0.9999998807907104,True,0.03137257695198059
603,217,213,1.0,True,0.03137257695198059
604,217,155,1.0,True,0.03137257695198059
605,217,244,1.0,True,0.03137257695198059
606,217,200,1.0,True,0.03137257695198059
607,217,218,1.0,True,0.03137257695198059
608,217,161,1.0,True,0.03137257695198059
609,217,700,1.0,True,0.03137257695198059
610,217,161,1.0,True,0.03137257695198059
611,217,56,1.0,True,0.03137257695198059
612,217,858,1.0,True,0.03137257695198059
613,217,222,1.0,True,0.03137257695198059
614,217,196,1.0,True,0.03137257695198059
615,217,239,1.0,True,0.03137257695198059
616,217,750,1.0,True,0.03137257695198059
617,217,156,1.0,True,0.03137257695198059
618,217,750,1.0,True,0.03137257695198059
619,217,240,1.0,True,0.03137257695198059
620,217,611,1.0,True,0.03137257695198059
621,217,539,1.0,True,0.03137257695198059
622,217,206,1.0,True,0.03137257695198059
623,217,267,1.0,True,0.03137257695198059
624,217,673,1.0,True,0.03137257695198059
625,217,256,1.0,True,0.03137257695198059
626,217,169,1.0,True,0.03137257695198059
627,217,171,1.0,True,0.03137257695198059
628,217,700,1.0,True,0.03137257695198059
629,217,230,1.0,True,0.03137257695198059
630,217,199,1.0,True,0.03137257695198059
631,217,728,1.0,True,0.03137257695198059
633,217,172,1.0,True,0.03137257695198059
634,217,200,1.0,True,0.03137257695198059
635,217,489,1.0,True,0.03137257695198059
636,217,241,1.0,True,0.03137257695198059
637,217,172,1.0,True,0.03137257695198059
638,217,184,1.0,True,0.03137257695198059
639,217,700,1.0,True,0.03137257695198059
640,217,230,1.0,True,0.03137257695198059
641,217,247,1.0,True,0.03137257695198059
642,217,231,0.9999992847442627,True,0.03137257695198059
643,217,151,1.0,True,0.03137257695198059
644,217,253,1.0,True,0.03137257695198059
645,217,361,1.0,True,0.03137257695198059
646,217,155,1.0,True,0.03137257695198059
647,217,156,1.0,True,0.03137257695198059
648,217,265,0.9999983310699463,True,0.03137257695198059
650,217,152,1.0,True,0.03137257695198059
651,217,264,1.0,True,0.03137257695198059
652,217,267,1.0,True,0.03137257695198059
653,217,241,1.0,True,0.03137257695198059
654,217,155,1.0,True,0.03137257695198059
655,217,750,1.0,True,0.03137257695198059
656,217,157,1.0,True,0.03137257695198059
657,217,93,1.0,True,0.03137257695198059
658,217,215,1.0,True,0.03137257695198059
659,217,856,1.0,True,0.03137257695198059
661,217,212,1.0,True,0.03137257695198059
662,217,700,1.0,True,0.03137257695198059
663,217,264,1.0,True,0.03137257695198059
664,217,700,1.0,True,0.03137257695198059
665,217,865,1.0,True,0.03137257695198059
666,217,245,1.0,True,0.03137257695198059
668,217,155,0.9999998807907104,True,0.03137257695198059
669,217,85,1.0,True,0.03137257695198059
670,217,691,1.0,True,0.03137257695198059
671,217,173,1.0,True,0.03137257695198059
672,217,213,1.0,True,0.03137257695198059
673,217,151,1.0,True,0.03137257695198059
674,217,374,1.0,True,0.03137257695198059
675,217,231,0.9999998807907104,True,0.03137257695198059
676,217,158,1.0,True,0.03137257695198059
677,217,244,0.9999998807907104,True,0.03137257695198059
678,217,215,1.0,True,0.03137257695198059
679,217,256,1.0,True,0.03137257695198059
680,217,815,1.0,True,0.03137257695198059
