dataset_index,true_label,adv_pred,adv_conf,attack_success
179,0,0,0.27938368916511536,False
180,0,0,0.42699456214904785,False
181,0,0,0.32422834634780884,False
182,0,0,0.24519355595111847,False
183,0,0,0.16763876378536224,False
184,0,0,0.30344825983047485,False
185,0,0,0.30129075050354004,False
186,0,0,0.2347574532032013,False
187,0,0,0.4197142422199249,False
188,0,389,0.197950541973114,True
189,0,391,0.37112563848495483,True
190,0,391,0.06244741380214691,True
191,0,151,0.03961682692170143,True
192,0,0,0.4136868119239807,False
193,0,0,0.16987040638923645,False
194,0,0,0.37641778588294983,False
195,0,124,0.03717396408319473,True
196,0,758,0.3400951623916626,True
197,0,0,0.2751918137073517,False
198,0,0,0.3251056671142578,False
199,0,84,0.2223970890045166,True
200,0,0,0.49104586243629456,False
201,0,0,0.051638949662446976,False
202,0,0,0.17876532673835754,False
203,0,0,0.3105538785457611,False
204,0,0,0.23496858775615692,False
205,0,0,0.4302373230457306,False
206,0,0,0.23994086682796478,False
207,0,796,0.027507049962878227,True
208,0,758,0.24943986535072327,True
209,0,0,0.1595643311738968,False
210,0,391,0.10181549191474915,True
211,0,0,0.26122018694877625,False
212,0,39,0.04534824565052986,True
213,0,389,0.41580265760421753,True
214,0,0,0.0906633511185646,False
215,0,0,0.11336009204387665,False
216,0,0,0.36462125182151794,False
217,0,0,0.3950694799423218,False
218,0,0,0.16975124180316925,False
219,0,0,0.21929635107517242,False
220,0,0,0.29183468222618103,False
221,0,758,0.16783499717712402,True
222,0,0,0.19574758410453796,False
223,0,0,0.29040732979774475,False
224,0,391,0.2049323320388794,True
225,0,0,0.1857522875070572,False
226,0,0,0.20866432785987854,False
227,0,0,0.14945071935653687,False
228,0,0,0.30215781927108765,False
229,0,0,0.1926807016134262,False
230,0,0,0.15621595084667206,False
231,0,0,0.366875559091568,False
232,0,0,0.15593355894088745,False
233,0,971,0.09076346457004547,True
234,0,0,0.3526934087276459,False
235,0,389,0.2689885199069977,True
237,0,0,0.264387845993042,False
238,0,389,0.09695067256689072,True
239,0,0,0.22130431234836578,False
240,0,0,0.07846012711524963,False
241,0,0,0.252828449010849,False
242,0,0,0.2861483693122864,False
243,0,0,0.1745946854352951,False
244,0,0,0.22781457006931305,False
245,0,0,0.12608985602855682,False
246,0,0,0.1380232721567154,False
247,0,0,0.28589683771133423,False
248,0,0,0.26312121748924255,False
249,0,0,0.19202761352062225,False
250,0,0,0.5424266457557678,False
253,0,0,0.28689220547676086,False
254,0,0,0.2405882030725479,False
255,0,0,0.22004233300685883,False
256,0,758,0.383949339389801,True
258,0,389,0.22724555432796478,True
259,0,0,0.2315812110900879,False
260,0,0,0.2696542739868164,False
261,0,0,0.16078557074069977,False
262,0,0,0.32031726837158203,False
263,0,0,0.31518372893333435,False
264,0,0,0.1342146396636963,False
265,0,0,0.15769334137439728,False
266,0,0,0.21611933410167694,False
267,0,0,0.37634849548339844,False
268,0,334,0.10194370150566101,True
269,0,389,0.2487814575433731,True
270,0,0,0.3100658059120178,False
271,0,0,0.2358468472957611,False
272,0,0,0.1532241702079773,False
273,0,0,0.46777108311653137,False
274,0,106,0.03924482315778732,True
275,0,955,0.06691639870405197,True
276,0,0,0.2447567880153656,False
277,0,0,0.12629900872707367,False
278,0,0,0.12009493261575699,False
279,0,0,0.16729293763637543,False
280,0,363,0.05489203706383705,True
281,0,0,0.2768094837665558,False
282,0,0,0.22390562295913696,False
283,0,0,0.22225816547870636,False
284,0,0,0.39306074380874634,False
285,0,395,0.14154408872127533,True
286,0,0,0.24593192338943481,False
287,0,0,0.2842704951763153,False
288,0,1,0.09294073283672333,True
289,0,0,0.33739590644836426,False
290,0,0,0.22844141721725464,False
291,0,0,0.2576521039009094,False
292,0,0,0.3612004816532135,False
293,0,0,0.2208000272512436,False
294,0,397,0.11642124503850937,True
295,0,389,0.17012257874011993,True
296,0,0,0.3467217683792114,False
297,0,467,0.03369114547967911,True
298,0,0,0.3225238621234894,False
299,0,391,0.13995862007141113,True
300,0,0,0.23872295022010803,False
301,0,0,0.3013085424900055,False
302,0,0,0.3497510552406311,False
303,0,0,0.21127855777740479,False
304,0,0,0.1788911670446396,False
306,0,0,0.1596735119819641,False
307,0,0,0.27478456497192383,False
308,0,0,0.1702934056520462,False
309,0,0,0.3223118782043457,False
311,0,0,0.20601002871990204,False
312,0,395,0.1696835607290268,True
313,0,0,0.1832401603460312,False
314,0,0,0.2925899922847748,False
315,0,0,0.08767709136009216,False
316,0,0,0.2712782621383667,False
317,0,391,0.20085525512695312,True
318,0,0,0.32791009545326233,False
319,0,0,0.1616518497467041,False
320,0,0,0.21495060622692108,False
321,0,0,0.2753605544567108,False
322,0,0,0.19862446188926697,False
323,0,0,0.17724297940731049,False
324,0,0,0.3991166353225708,False
325,0,0,0.2766595780849457,False
326,0,0,0.3572978377342224,False
327,0,431,0.051592111587524414,True
328,0,0,0.1486276537179947,False
329,0,0,0.21891149878501892,False
330,0,0,0.19818316400051117,False
331,0,0,0.4728740453720093,False
332,0,0,0.14411890506744385,False
333,0,0,0.40759560465812683,False
334,0,0,0.38851380348205566,False
335,0,0,0.20955413579940796,False
336,0,0,0.30309638381004333,False
337,0,0,0.03198076784610748,False
338,0,0,0.2935709059238434,False
339,0,0,0.31062668561935425,False
341,0,0,0.2154320329427719,False
342,0,0,0.16638891398906708,False
343,0,0,0.11676660180091858,False
344,0,0,0.25925981998443604,False
345,0,0,0.4190700352191925,False
346,0,0,0.0665791854262352,False
347,0,0,0.1883329302072525,False
348,0,389,0.3418909013271332,True
349,0,0,0.28454694151878357,False
350,0,0,0.26951268315315247,False
351,0,0,0.08470937609672546,False
352,0,0,0.07778405398130417,False
353,0,0,0.3733420670032501,False
354,0,0,0.29615381360054016,False
355,0,0,0.2750668525695801,False
356,0,0,0.1907828003168106,False
357,0,0,0.3676641583442688,False
358,0,0,0.23936979472637177,False
359,0,0,0.4413363039493561,False
360,0,0,0.13417133688926697,False
361,0,0,0.17767517268657684,False
362,0,0,0.19567449390888214,False
363,0,0,0.46061500906944275,False
364,0,0,0.3667352497577667,False
365,0,0,0.23076099157333374,False
366,0,0,0.27238792181015015,False
367,0,389,0.07172771543264389,True
368,0,0,0.4879804253578186,False
369,0,0,0.12682987749576569,False
371,0,0,0.15510866045951843,False
372,0,0,0.25426360964775085,False
373,0,0,0.18450070917606354,False
374,0,391,0.07209841161966324,True
375,0,0,0.17731471359729767,False
376,0,394,0.10371994972229004,True
377,0,0,0.11225026845932007,False
379,0,0,0.09405378997325897,False
380,0,0,0.04190674051642418,False
381,0,0,0.47095873951911926,False
382,0,0,0.24529866874217987,False
383,0,0,0.1335669755935669,False
384,0,0,0.14217215776443481,False
385,0,0,0.16670219600200653,False
386,0,0,0.29107868671417236,False
387,217,217,0.22461307048797607,False
388,217,217,0.24160219728946686,False
389,217,217,0.0674964115023613,False
390,217,217,0.16366761922836304,False
391,217,219,0.19159920513629913,True
392,217,217,0.2539544701576233,False
393,217,232,0.09535198658704758,True
394,217,218,0.09453287720680237,True
395,217,8,0.1366908699274063,True
396,217,217,0.2587231993675232,False
397,217,246,0.10598738491535187,True
398,217,217,0.09126225858926773,False
399,217,217,0.3509145975112915,False
400,217,217,0.29017654061317444,False
401,217,218,0.12861782312393188,True
402,217,217,0.17249776422977448,False
403,217,217,0.17503564059734344,False
404,217,217,0.2797897160053253,False
405,217,797,0.4606193006038666,True
406,217,218,0.45314821600914,True
407,217,212,0.23262576758861542,True
408,217,217,0.1746605485677719,False
409,217,217,0.1982145756483078,False
410,217,217,0.1679699569940567,False
411,217,231,0.11142709851264954,True
412,217,232,0.20157141983509064,True
413,217,156,0.2873760163784027,True
414,217,162,0.08213628828525543,True
415,217,219,0.21698173880577087,True
416,217,212,0.22929437458515167,True
417,217,215,0.3732403814792633,True
418,217,219,0.07625257223844528,True
419,217,232,0.17781485617160797,True
420,217,218,0.15624098479747772,True
421,217,217,0.24228128790855408,False
422,217,217,0.12847742438316345,False
423,217,241,0.0575660765171051,True
424,217,217,0.11062188446521759,False
425,217,217,0.39239341020584106,False
428,217,239,0.11996670067310333,True
429,217,247,0.05613037198781967,True
430,217,217,0.12642325460910797,False
431,217,215,0.4250539541244507,True
433,217,217,0.08014758676290512,False
434,217,217,0.08064024895429611,False
435,217,241,0.07320999354124069,True
436,217,219,0.06549488008022308,True
437,217,231,0.07641317695379257,True
438,217,217,0.10869665443897247,False
439,217,984,0.29385626316070557,True
440,217,217,0.10383357107639313,False
441,217,217,0.18311244249343872,False
442,217,217,0.27800995111465454,False
443,217,219,0.15542085468769073,True
444,217,218,0.06983459740877151,True
445,217,256,0.08672552555799484,True
446,217,210,0.09257745742797852,True
447,217,200,0.34076592326164246,True
448,217,217,0.08749955892562866,False
449,217,217,0.10113457590341568,False
450,217,218,0.13298766314983368,True
451,217,219,0.0824517086148262,True
452,217,215,0.15554004907608032,True
453,217,218,0.12190031260251999,True
454,217,217,0.12451908737421036,False
455,217,217,0.22199606895446777,False
456,217,217,0.08566608279943466,False
457,217,157,0.10932810604572296,True
458,217,219,0.4065935015678406,True
459,217,247,0.1994289755821228,True
460,217,217,0.17375022172927856,False
461,217,217,0.19086992740631104,False
462,217,217,0.09858568012714386,False
463,217,178,0.06416059285402298,True
464,217,217,0.10235053300857544,False
465,217,256,0.13457489013671875,True
466,217,985,0.04115939512848854,True
467,217,217,0.07864333689212799,False
468,217,217,0.31199195981025696,False
469,217,217,0.28819072246551514,False
470,217,463,0.06021798402070999,True
471,217,219,0.11690899729728699,True
472,217,217,0.23250697553157806,False
473,217,217,0.1556059867143631,False
474,217,220,0.262966126203537,True
476,217,217,0.14730028808116913,False
477,217,164,0.16893218457698822,True
478,217,247,0.08099614083766937,True
479,217,219,0.24928906559944153,True
480,217,220,0.046775974333286285,True
481,217,217,0.10587115585803986,False
482,217,217,0.20717911422252655,False
483,217,232,0.3938300609588623,True
484,217,217,0.33510276675224304,False
485,217,217,0.19954247772693634,False
486,217,346,0.05776020511984825,True
487,217,217,0.2130700945854187,False
489,217,217,0.21917077898979187,False
490,217,217,0.25417402386665344,False
491,217,217,0.1548917293548584,False
492,217,217,0.10449875146150589,False
493,217,217,0.18553945422172546,False
495,217,217,0.16507741808891296,False
496,217,217,0.30028194189071655,False
497,217,219,0.14007678627967834,True
498,217,220,0.12625083327293396,True
499,217,215,0.2063986212015152,True
501,217,219,0.2391367107629776,True
502,217,217,0.15415538847446442,False
503,217,217,0.21929813921451569,False
504,217,217,0.12367639690637589,False
506,217,217,0.10702251642942429,False
507,217,217,0.17894862592220306,False
508,217,215,0.10202724486589432,True
509,217,217,0.12694129347801208,False
510,217,219,0.07147645205259323,True
512,217,219,0.27684372663497925,True
513,217,217,0.3483969569206238,False
514,217,218,0.1258533000946045,True
515,217,217,0.11233583837747574,False
516,217,218,0.2148720920085907,True
517,217,217,0.1825941652059555,False
518,217,267,0.1674668788909912,True
519,217,217,0.41968873143196106,False
520,217,217,0.09013137966394424,False
521,217,217,0.0668620690703392,False
522,217,256,0.2808583378791809,True
523,217,217,0.19059684872627258,False
524,217,217,0.11984692513942719,False
525,217,217,0.31699371337890625,False
526,217,217,0.14522583782672882,False
527,217,217,0.14904232323169708,False
528,217,239,0.21056605875492096,True
529,217,217,0.12812699377536774,False
530,217,217,0.22292810678482056,False
531,217,217,0.09171748906373978,False
532,217,217,0.13290344178676605,False
533,217,241,0.4355345368385315,True
534,217,215,0.061499208211898804,True
535,217,218,0.1863722801208496,True
536,217,218,0.10052472352981567,True
537,217,256,0.07020986080169678,True
538,217,215,0.17400303483009338,True
539,217,217,0.11588378250598907,False
540,217,217,0.480063259601593,False
541,217,232,0.15682433545589447,True
542,217,219,0.06402286887168884,True
543,217,166,0.3297106623649597,True
544,217,217,0.2631550133228302,False
545,217,217,0.23347745835781097,False
547,217,218,0.5464131832122803,True
548,217,217,0.16252854466438293,False
549,217,217,0.29150059819221497,False
550,217,217,0.16729356348514557,False
551,217,217,0.21612143516540527,False
552,217,217,0.19385647773742676,False
553,217,232,0.17943668365478516,True
554,217,217,0.438456654548645,False
555,217,218,0.21756243705749512,True
556,217,170,0.057598356157541275,True
557,217,162,0.056884653866291046,True
558,217,232,0.1280270516872406,True
559,217,217,0.2503332495689392,False
560,217,217,0.24118228256702423,False
562,217,217,0.13260139524936676,False
563,217,218,0.17262695729732513,True
564,217,215,0.12055756896734238,True
565,217,217,0.1816776543855667,False
566,217,219,0.3143528699874878,True
567,217,219,0.05775641277432442,True
568,217,217,0.18255069851875305,False
569,217,247,0.26660123467445374,True
570,217,256,0.06356241554021835,True
571,217,219,0.14662396907806396,True
572,217,217,0.2274889051914215,False
573,217,232,0.12958897650241852,True
574,217,217,0.055878181010484695,False
575,217,219,0.17120692133903503,True
576,217,217,0.0906258299946785,False
577,217,217,0.1428583860397339,False
578,217,151,0.06885622441768646,True
579,217,217,0.40271592140197754,False
580,217,217,0.11885108053684235,False
581,217,217,0.19506710767745972,False
582,217,215,0.19090697169303894,True
583,217,217,0.10267043113708496,False
584,217,217,0.224721759557724,False
585,217,219,0.36701318621635437,True
586,217,230,0.2593032121658325,True
587,217,217,0.1478348970413208,False
588,217,218,0.08607643097639084,True
589,217,215,0.2424614578485489,True
590,217,217,0.13737592101097107,False
591,217,218,0.09622350335121155,True
592,217,219,0.21518778800964355,True
593,217,241,0.07104799896478653,True
594,217,361,0.25557059049606323,True
595,217,193,0.057988379150629044,True
596,217,217,0.17521432042121887,False
597,217,217,0.17165474593639374,False
598,217,217,0.1318400651216507,False
599,217,217,0.17114198207855225,False
600,217,217,0.13691438734531403,False
601,217,218,0.231835275888443,True
602,217,212,0.2575628459453583,True
603,217,212,0.1377423256635666,True
604,217,217,0.26057279109954834,False
605,217,256,0.09019070118665695,True
606,217,217,0.08523119240999222,False
607,217,217,0.18376347422599792,False
608,217,217,0.14399224519729614,False
609,217,217,0.2859523296356201,False
610,217,217,0.18019543588161469,False
611,217,156,0.14857634902000427,True
612,217,219,0.22957955300807953,True
613,217,217,0.19806933403015137,False
614,217,217,0.056883715093135834,False
615,217,156,0.09764321893453598,True
616,217,212,0.5738328695297241,True
617,217,217,0.14569984376430511,False
618,217,162,0.26205065846443176,True
619,217,219,0.04478402063250542,True
620,217,217,0.123338982462883,False
621,217,264,0.17195460200309753,True
622,217,215,0.16377541422843933,True
623,217,217,0.28402945399284363,False
624,217,219,0.1381179839372635,True
625,217,217,0.2429666966199875,False
626,217,217,0.20130689442157745,False
627,217,217,0.12168076634407043,False
628,217,230,0.27647316455841064,True
629,217,232,0.24102136492729187,True
630,217,200,0.16486552357673645,True
631,217,217,0.1467193067073822,False
633,217,217,0.06427913159132004,False
634,217,219,0.2259819209575653,True
635,217,217,0.09918942302465439,False
636,217,241,0.7510583400726318,True
637,217,210,0.1267484873533249,True
638,217,212,0.044630784541368484,True
639,217,217,0.2232609987258911,False
640,217,230,0.2837478816509247,True
641,217,217,0.10032889246940613,False
642,217,217,0.18334344029426575,False
643,217,232,0.0757371038198471,True
644,217,217,0.19783224165439606,False
645,217,217,0.11118021607398987,False
646,217,217,0.22387301921844482,False
647,217,219,0.2090485841035843,True
648,217,216,0.024449797347187996,True
650,217,217,0.13458646833896637,False
651,217,217,0.05664271116256714,False
652,217,217,0.15649545192718506,False
653,217,241,0.7950094938278198,True
654,217,217,0.15871794521808624,False
655,217,232,0.13440002501010895,True
656,217,217,0.22933509945869446,False
657,217,217,0.24133314192295074,False
658,217,215,0.27124476432800293,True
659,217,217,0.17937254905700684,False
661,217,212,0.24849209189414978,True
662,217,219,0.12776759266853333,True
663,217,217,0.08251572400331497,False
664,217,217,0.2700279653072357,False
665,217,217,0.1350587159395218,False
666,217,232,0.04924491047859192,True
668,217,217,0.07356440275907516,False
669,217,169,0.0412231981754303,True
670,217,247,0.07466678321361542,True
671,217,215,0.4822613298892975,True
672,217,215,0.1610332429409027,True
673,217,217,0.1880246251821518,False
674,217,256,0.13688330352306366,True
675,217,152,0.13490723073482513,True
676,217,232,0.05837641656398773,True
677,217,217,0.17618288099765778,False
678,217,217,0.1812349259853363,False
679,217,247,0.24722866714000702,True
680,217,361,0.3040034770965576,True
682,217,217,0.15383405983448029,False
683,217,217,0.2984299063682556,False
684,217,217,0.3573409616947174,False
685,217,247,0.35982751846313477,True
686,217,217,0.1745477020740509,False
687,217,217,0.20963114500045776,False
688,217,219,0.21632996201515198,True
689,217,247,0.07367271184921265,True
690,217,217,0.18032535910606384,False
691,217,218,0.2780902087688446,True
692,217,218,0.40089935064315796,True
693,217,232,0.18482868373394012,True
694,217,217,0.12257114052772522,False
695,217,219,0.41313838958740234,True
696,217,217,0.2879234552383423,False
697,217,217,0.09079984575510025,False
698,217,239,0.337669312953949,True
699,217,212,0.4960579574108124,True
700,217,217,0.2925964295864105,False
701,217,676,0.11905189603567123,True
702,217,210,0.17564305663108826,True
703,217,215,0.07414515316486359,True
705,217,219,0.14237411320209503,True
706,217,219,0.40940356254577637,True
707,217,217,0.3117425739765167,False
708,217,217,0.1523425579071045,False
709,217,218,0.4821321666240692,True
710,217,219,0.2371499389410019,True
711,217,219,0.217554971575737,True
712,217,217,0.256608784198761,False
713,217,218,0.21047581732273102,True
714,217,217,0.41048529744148254,False
715,217,219,0.17333516478538513,True
716,217,217,0.12370646744966507,False
717,217,212,0.30004701018333435,True
718,217,218,0.07414773851633072,True
719,217,218,0.13245034217834473,True
720,217,217,0.1637653410434723,False
721,217,216,0.04764356464147568,True
722,217,215,0.09954972565174103,True
723,217,217,0.09714876860380173,False
724,217,218,0.10987112671136856,True
725,217,217,0.2666163444519043,False
726,217,217,0.3095713257789612,False
727,217,217,0.24170555174350739,False
728,217,917,0.08440105617046356,True
729,217,215,0.16727915406227112,True
730,217,217,0.1125379428267479,False
731,217,217,0.1241162046790123,False
732,217,217,0.2534995377063751,False
733,217,217,0.17724432051181793,False
734,217,217,0.21507522463798523,False
735,217,219,0.542762815952301,True
736,217,232,0.11788705736398697,True
737,217,219,0.2306780219078064,True
738,217,217,0.1541590541601181,False
739,217,264,0.11109962314367294,True
740,217,217,0.12230280041694641,False
741,217,215,0.2840249538421631,True
742,217,219,0.0893266499042511,True
743,217,217,0.14707577228546143,False
744,217,217,0.3352215588092804,False
745,217,851,0.0794416218996048,True
746,217,217,0.16473236680030823,False
747,217,217,0.31770971417427063,False
748,217,218,0.39839380979537964,True
749,217,157,0.06923956423997879,True
750,217,217,0.2217005342245102,False
751,217,219,0.2800132930278778,True
752,217,212,0.34439077973365784,True
753,217,205,0.0736718624830246,True
754,217,217,0.18241718411445618,False
756,217,217,0.1862826645374298,False
757,217,264,0.14139248430728912,True
758,217,232,0.11278969049453735,True
759,217,217,0.1567867547273636,False
760,217,217,0.16786782443523407,False
761,217,217,0.2832673192024231,False
762,217,239,0.10597028583288193,True
763,217,217,0.47698166966438293,False
764,217,210,0.11982917785644531,True
765,217,217,0.23955722153186798,False
766,217,217,0.3466074764728546,False
767,217,212,0.12368423491716385,True
768,217,217,0.10886595398187637,False
769,217,217,0.202276349067688,False
770,217,217,0.09846419841051102,False
771,217,217,0.16329912841320038,False
772,217,216,0.048838578164577484,True
773,217,217,0.10015679895877838,False
774,217,217,0.272757351398468,False
775,217,18,0.08879398554563522,True
776,217,217,0.1510610431432724,False
777,217,219,0.19835813343524933,True
778,217,215,0.04410535842180252,True
779,217,215,0.19507820904254913,True
780,217,193,0.060186717659235,True
781,217,217,0.23297525942325592,False
787,482,482,0.13580459356307983,False
795,482,754,0.11868990957736969,True
800,482,754,0.19312424957752228,True
801,482,482,0.1426929235458374,False
802,482,482,0.17304468154907227,False
804,482,481,0.11384046822786331,True
806,482,482,0.11628501862287521,False
807,482,482,0.1393667310476303,False
808,482,482,0.24604399502277374,False
810,482,754,0.12961027026176453,True
812,482,481,0.16567979753017426,True
818,482,485,0.2187349498271942,True
819,482,754,0.1448914259672165,True
820,482,482,0.1293475478887558,False
823,482,482,0.1108819842338562,False
825,482,482,0.11203359812498093,False
826,482,530,0.20652224123477936,True
828,482,482,0.1657589077949524,False
830,482,485,0.14786893129348755,True
831,482,848,0.06845126301050186,True
832,482,485,0.13853709399700165,True
833,482,482,0.23734822869300842,False
834,482,482,0.1798354685306549,False
835,482,482,0.4804081916809082,False
836,482,485,0.3650738298892975,True
838,482,477,0.09100457280874252,True
840,482,482,0.1389772742986679,False
842,482,754,0.08909353613853455,True
843,482,482,0.21855205297470093,False
844,482,848,0.08073165267705917,True
847,482,632,0.1357043981552124,True
849,482,742,0.05579429492354393,True
851,482,688,0.05762862041592598,True
852,482,485,0.28029072284698486,True
853,482,864,0.12285816669464111,True
856,482,482,0.09138783812522888,False
858,482,508,0.054162733256816864,True
861,482,482,0.14000964164733887,False
863,482,284,0.1000564768910408,True
865,482,754,0.18208278715610504,True
866,482,848,0.15292935073375702,True
867,482,481,0.21902357041835785,True
871,482,848,0.3490995168685913,True
873,482,848,0.1463758498430252,True
874,482,854,0.1188165470957756,True
875,482,605,0.12672139704227448,True
877,482,485,0.1295883059501648,True
883,482,482,0.12553317844867706,False
888,482,481,0.10632237046957016,True
889,482,848,0.105863556265831,True
890,482,482,0.15448686480522156,False
892,482,482,0.17661307752132416,False
894,482,414,0.3910388946533203,True
897,482,784,0.12353682518005371,True
900,482,482,0.23876625299453735,False
901,482,598,0.1365637332201004,True
902,482,507,0.2717842161655426,True
903,482,827,0.030200811102986336,True
904,482,482,0.2697150409221649,False
905,482,485,0.21098142862319946,True
907,482,481,0.19960135221481323,True
909,482,482,0.12759770452976227,False
911,482,685,0.17264243960380554,True
912,482,482,0.30696234107017517,False
913,482,482,0.17933999001979828,False
914,482,692,0.1804666817188263,True
915,482,482,0.17063499987125397,False
916,482,482,0.2913607954978943,False
917,482,482,0.34135568141937256,False
